animal_id,animal_type,animal_breed,month,year,census_tract,council_district,intake_type,intake_date,outcome_type,outcome_date,chip_status,animal_origin
A0999793,DOG,PIT BULL,SEP,2017,10500,6,OWNER SURRENDER,9/20/17,ADOPTION,9/20/17,SCAN CHIP,OVER THE COUNTER
A1007003,CAT,DOMESTIC SH,AUG,2017,12500,9,OWNER SURRENDER,8/31/17,TRANSFER,9/5/17,SCAN NO CHIP,OVER THE COUNTER
A0995038,DOG,WELSH TERRIER,MAY,2017,12206,7,STRAY,5/23/17,TRANSFER,5/31/17,SCAN CHIP,OVER THE COUNTER
A0955620,CAT,DOMESTIC SH,NOV,2016,20500,6,FOSTER,11/25/16,ADOPTION,11/28/16,SCAN NO CHIP,OVER THE COUNTER
A0968468,DOG,PIT BULL,DEC,2016,8704,3,STRAY,12/7/16,EUTHANIZED,12/11/16,SCAN NO CHIP,SWEEP
A0969218,DOG,STAFFORDSHIRE,DEC,2016,9303,5,STRAY,12/12/16,EUTHANIZED,12/24/16,SCAN NO CHIP,FIELD
A0940033,DOG,LABRADOR RETR,DEC,2016,5100,1,OWNER SURRENDER,12/24/16,ADOPTION,12/24/16,SCAN CHIP,OVER THE COUNTER
A0985652,DOG,PIT BULL,MAR,2017,12100,7,OWNER SURRENDER,3/21/17,ADOPTION,3/25/17,SCAN NO CHIP,OVER THE COUNTER
A0959271,CAT,DOMESTIC SH,OCT,2016,11401,8,STRAY,10/11/16,TRANSFER,10/13/16,SCAN NO CHIP,FIELD
A0823167,DOG,BOXER,DEC,2016,8705,8,OWNER SURRENDER,12/15/16,EUTHANIZED,12/15/16,SCAN CHIP,FIELD
A0968282,WILDLIFE,SQUIRREL,DEC,2016,8100,9,WILDLIFE,12/6/16,EUTHANIZED,12/6/16,UNABLE TO SCAN,FIELD
A1004518,WILDLIFE,GUINEA PIG,AUG,2017,9804,6,STRAY,8/8/17,EUTHANIZED,8/8/17,SCAN NO CHIP,OVER THE COUNTER
A0978487,DOG,PIT BULL,FEB,2017,4500,1,STRAY,2/1/17,RETURNED TO OWNER,2/3/17,SCAN NO CHIP,OVER THE COUNTER
A1006050,DOG,PIT BULL,AUG,2017,3902,7,CONFISCATED,8/22/17,EUTHANIZED,9/2/17,SCAN NO CHIP,FIELD
A0995210,CAT,DOMESTIC SH,MAY,2017,11601,8,STRAY,5/24/17,EUTHANIZED,5/24/17,SCAN NO CHIP,OVER THE COUNTER
A0987806,DOG,GERM SHEPHERD,APR,2017,1204,2,OWNER SURRENDER,4/6/17,ADOPTION,4/14/17,SCAN NO CHIP,OVER THE COUNTER
A1002315,DOG,GREAT PYRENEES,JUL,2017,9301,5,OWNER SURRENDER,7/18/17,ADOPTION,7/28/17,SCAN NO CHIP,OVER THE COUNTER
A0994829,DOG,CHIHUAHUA SH,MAY,2017,5300,1,STRAY,5/22/17,RETURNED TO OWNER,5/24/17,SCAN NO CHIP,SWEEP
A0950380,DOG,PHARAOH HOUND,JAN,2017,8400,5,STRAY,1/29/17,RETURNED TO OWNER,1/29/17,SCAN CHIP,FIELD
A0981787,DOG,GERM SHEPHERD,FEB,2017,5300,1,OWNER SURRENDER,2/18/17,ADOPTION,2/21/17,SCAN NO CHIP,OVER THE COUNTER
A1007672,DOG,AUST SHEPHERD,SEP,2017,20400,2,OWNER SURRENDER,9/6/17,TRANSFER,9/6/17,SCAN NO CHIP,FIELD
A0983240,DOG,PIT BULL,MAR,2017,3902,7,STRAY,3/2/17,EUTHANIZED,3/7/17,SCAN NO CHIP,FIELD
A0989590,DOG,BEAGLE,APR,2017,11103,3,OWNER SURRENDER,4/24/17,ADOPTION,4/24/17,SCAN CHIP,OVER THE COUNTER
A1008827,DOG,CHIHUAHUA SH,SEP,2017,8703,4,STRAY,9/19/17,TRANSFER,9/25/17,SCAN NO CHIP,SWEEP
A0992120,DOG,CHIHUAHUA SH,MAY,2017,11900,5,STRAY,5/4/17,TRANSFER,5/8/17,SCAN NO CHIP,FIELD
A0982829,DOG,YORKSHIRE TERR,FEB,2017,6401,1,STRAY,2/27/17,TRANSFER,3/8/17,SCAN NO CHIP,FIELD
A0969798,DOG,WELSH TERRIER,DEC,2016,21634,12,CONFISCATED,12/16/16,TRANSFER,12/27/16,SCAN NO CHIP,FIELD
A1001582,CAT,DOMESTIC SH,JUL,2017,6302,1,STRAY,7/12/17,TRANSFER,7/31/17,SCAN NO CHIP,OVER THE COUNTER
A1001638,CAT,DOMESTIC SH,JUL,2017,6800,1,STRAY,7/12/17,EUTHANIZED,7/23/17,SCAN NO CHIP,OVER THE COUNTER
A0972509,CAT,DOMESTIC SH,JAN,2017,6800,1,STRAY,1/7/17,TRANSFER,1/9/17,UNABLE TO SCAN,OVER THE COUNTER
A0988492,DOG,CHIHUAHUA SH,APR,2017,75209,9,LOST REPORT,4/11/17,LOST REPORT,5/8/17,UNABLE TO SCAN,OVER THE COUNTER
A0999701,DOG,GERM SHEPHERD,JUN,2017,10000,2,OWNER SURRENDER,6/25/17,ADOPTION,7/3/17,SCAN NO CHIP,OVER THE COUNTER
A1002073,DOG,PIT BULL,JUL,2017,2400,2,STRAY,7/16/17,EUTHANIZED,8/6/17,SCAN NO CHIP,FIELD
A0986564,DOG,ROTTWEILER,MAR,2017,11900,5,CONFISCATED,3/27/17,EUTHANIZED,4/8/17,SCAN NO CHIP,OVER THE COUNTER
A1005923,DOG,SCHNAUZER STAND,AUG,2017,12800,9,STRAY,8/21/17,TRANSFER,8/21/17,SCAN NO CHIP,SWEEP
A0988833,DOG,GERM SHEPHERD,APR,2017,4900,4,OWNER SURRENDER,4/12/17,EUTHANIZED,4/16/17,SCAN NO CHIP,OVER THE COUNTER
A1009814,DOG,BEAGLE,SEP,2017,4900,4,STRAY,9/28/17,EUTHANIZED,9/28/17,SCAN NO CHIP,FIELD
A1004340,DOG,CHIHUAHUA SH,AUG,2017,11103,3,STRAY,8/7/17,TRANSFER,8/15/17,SCAN NO CHIP,FIELD
A0969723,DOG,CHIHUAHUA SH,JAN,2017,10903,3,STRAY,1/2/17,TRANSFER,1/4/17,SCAN CHIP,OVER THE COUNTER
A0996174,CAT,DOMESTIC SH,MAY,2017,20500,6,STRAY,5/31/17,EUTHANIZED,5/31/17,SCAN NO CHIP,OVER THE COUNTER
A0995623,DOG,COLLIE SMOOTH,MAY,2017,11601,8,STRAY,5/26/17,ADOPTION,5/30/17,SCAN NO CHIP,SWEEP
A0882574,DOG,LABRADOR RETR,OCT,2016,6501,1,STRAY,10/30/16,ADOPTION,11/13/16,SCAN CHIP,FIELD
A0966603,DOG,POODLE MIN,FEB,2017,7827,10,OWNER SURRENDER,2/21/17,TRANSFER,2/22/17,SCAN NO CHIP,OVER THE COUNTER
A0988763,CAT,DOMESTIC SH,APR,2017,6800,1,STRAY,4/12/17,DIED,4/16/17,UNABLE TO SCAN,FIELD
A0994846,DOG,PIT BULL,MAY,2017,1400,2,STRAY,5/22/17,ADOPTION,5/26/17,SCAN NO CHIP,OVER THE COUNTER
A0993281,CAT,DOMESTIC SH,MAY,2017,9103,5,OWNER SURRENDER,5/13/17,ADOPTION,5/19/17,SCAN NO CHIP,OVER THE COUNTER
A0972114,DOG,WELSH SPR SPAN,JAN,2017,9802,6,OWNER SURRENDER,1/4/17,ADOPTION,1/9/17,SCAN NO CHIP,FIELD
A0990340,DOG,LABRADOR RETR,APR,2017,5200,1,STRAY,4/24/17,EUTHANIZED,4/30/17,SCAN NO CHIP,FIELD
A1001405,CAT,DOMESTIC SH,JUL,2017,9803,6,OWNER SURRENDER,7/10/17,EUTHANIZED,7/10/17,UNABLE TO SCAN,FIELD
A1006551,DOG,GERM SHEPHERD,AUG,2017,1202,2,CONFISCATED,8/28/17,TRANSFER,8/28/17,SCAN NO CHIP,FIELD
A0975250,DOG,CHIHUAHUA LH,JAN,2017,12601,9,STRAY,1/21/17,TRANSFER,1/26/17,SCAN NO CHIP,FIELD
A0992831,DOG,CAIRN TERRIER,MAY,2017,10801,3,STRAY,5/10/17,TRANSFER,5/15/17,SCAN NO CHIP,OVER THE COUNTER
A0993359,BIRD,CROW,MAY,2017,10102,6,WILDLIFE,5/13/17,WILDLIFE,5/13/17,SCAN NO CHIP,FIELD
A0958527,DOG,PIT BULL,OCT,2016,8703,4,STRAY,10/5/16,EUTHANIZED,10/9/16,SCAN NO CHIP,FIELD
A0992237,DOG,CHIHUAHUA SH,MAY,2017,8200,9,STRAY,5/6/17,RETURNED TO OWNER,5/6/17,SCAN NO CHIP,FIELD
A0980777,DOG,CHIHUAHUA SH,FEB,2017,10602,6,STRAY,2/13/17,TRANSFER,2/17/17,SCAN NO CHIP,FIELD
A0971707,DOG,GERM SHEPHERD,JAN,2017,5400,4,STRAY,1/2/17,TRANSFER,1/2/17,SCAN NO CHIP,OVER THE COUNTER
A1002323,CAT,DOMESTIC SH,JUL,2017,16605,8,STRAY,7/18/17,EUTHANIZED,7/18/17,SCAN NO CHIP,OVER THE COUNTER
A1003760,DOG,BOXER,AUG,2017,11900,5,OWNER SURRENDER,8/1/17,ADOPTION,8/8/17,SCAN NO CHIP,OVER THE COUNTER
A0977989,CAT,DOMESTIC SH,JAN,2017,16510,3,STRAY,1/30/17,TRANSFER,2/7/17,SCAN NO CHIP,OVER THE COUNTER
A1005032,DOG,PIT BULL,AUG,2017,9607,13,STRAY,8/13/17,ADOPTION,8/19/17,SCAN NO CHIP,FIELD
A1000094,DOG,DACHSHUND,JUN,2017,10803,3,STRAY,6/28/17,EUTHANIZED,6/28/17,SCAN NO CHIP,OVER THE COUNTER
A1002014,CAT,DOMESTIC SH,AUG,2017,20500,6,FOSTER,8/17/17,TRANSFER,9/5/17,SCAN NO CHIP,OVER THE COUNTER
A0994828,DOG,LABRADOR RETR,MAY,2017,11101,8,STRAY,5/22/17,RETURNED TO OWNER,5/25/17,UNABLE TO SCAN,FIELD
A0969134,DOG,GERM SHEPHERD,DEC,2016,5600,4,OWNER SURRENDER,12/11/16,EUTHANIZED,12/12/16,SCAN NO CHIP,FIELD
A0973667,DOG,CHIHUAHUA SH,JAN,2017,6402,1,LOST REPORT,1/17/17,LOST REPORT,2/1/17,SCAN NO CHIP,OVER THE COUNTER
A0992385,DOG,CHIHUAHUA SH,MAY,2017,10701,6,STRAY,5/7/17,RETURNED TO OWNER,5/7/17,SCAN NO CHIP,SWEEP
A0990593,DOG,GERM SHEPHERD,APR,2017,20400,2,FOUND REPORT,4/25/17,FOUND REPORT,4/26/17,SCAN CHIP,OVER THE COUNTER
A0884537,DOG,SHIH TZU,OCT,2016,6200,1,STRAY,10/20/16,RETURNED TO OWNER,10/22/16,SCAN CHIP,FIELD
A1002080,DOG,GERM SHEPHERD,JUL,2017,8400,5,STRAY,7/17/17,RETURNED TO OWNER,7/21/17,SCAN NO CHIP,SWEEP
A0929841,DOG,LABRADOR RETR,JUL,2017,10000,6,STRAY,7/3/17,RETURNED TO OWNER,7/5/17,SCAN NO CHIP,FIELD
A0988262,DOG,PIT BULL,APR,2017,12500,9,CONFISCATED,4/10/17,RETURNED TO OWNER,4/21/17,SCAN NO CHIP,FIELD
A0989222,DOG,CHIHUAHUA SH,APR,2017,12301,7,STRAY,4/15/17,RETURNED TO OWNER,4/15/17,UNABLE TO SCAN,SWEEP
A0970410,DOG,AUST SHEPHERD,DEC,2016,1504,2,CONFISCATED,12/21/16,RETURNED TO OWNER,1/3/17,SCAN NO CHIP,FIELD
A0961932,CAT,DOMESTIC SH,OCT,2016,11800,5,STRAY,10/27/16,ADOPTION,11/3/16,SCAN NO CHIP,OVER THE COUNTER
A0959842,DOG,CAIRN TERRIER,OCT,2016,9301,5,OWNER SURRENDER,10/13/16,TRANSFER,10/26/16,SCAN NO CHIP,FIELD
A0987205,DOG,PIT BULL,APR,2017,9101,5,STRAY,4/1/17,ADOPTION,4/12/17,SCAN NO CHIP,FIELD
A0960011,DOG,CHIHUAHUA SH,SEP,2017,17900,9,STRAY,9/25/17,ADOPTION,9/30/17,SCAN NO CHIP,FIELD
A1005589,DOG,PIT BULL,AUG,2017,10601,6,STRAY,8/17/17,TRANSFER,8/26/17,SCAN NO CHIP,OVER THE COUNTER
A0993610,CAT,DOMESTIC MH,MAY,2017,800,2,STRAY,5/15/17,TRANSFER,5/22/17,SCAN NO CHIP,OVER THE COUNTER
A0958228,DOG,CHIHUAHUA SH,OCT,2016,11500,7,OWNER SURRENDER,10/4/16,ADOPTION,10/7/16,SCAN NO CHIP,OVER THE COUNTER
A0999859,DOG,SHIH TZU,JUN,2017,6401,1,STRAY,6/26/17,DEAD ON ARRIVAL,6/26/17,SCAN NO CHIP,SWEEP
A0917026,DOG,ALASKAN HUSKY,MAY,2017,10101,6,STRAY,5/14/17,RETURNED TO OWNER,5/18/17,SCAN CHIP,SWEEP
A0929425,DOG,YORKSHIRE TERR,FEB,2017,10804,3,LOST REPORT,2/18/17,LOST REPORT,3/1/17,SCAN CHIP,OVER THE COUNTER
A1006247,DOG,PIT BULL,AUG,2017,7804,10,OWNER SURRENDER,8/24/17,EUTHANIZED,8/24/17,SCAN NO CHIP,FIELD
A0980374,DOG,PIT BULL,FEB,2017,2701,7,STRAY,2/9/17,RETURNED TO OWNER,2/9/17,SCAN NO CHIP,FIELD
A0979574,DOG,SHIBA INU,FEB,2017,5600,4,STRAY,2/5/17,EUTHANIZED,2/9/17,SCAN NO CHIP,FIELD
A0963596,DOG,YORKSHIRE TERR,NOV,2016,19035,10,STRAY,11/7/16,TRANSFER,11/11/16,SCAN NO CHIP,FIELD
A1004842,DOG,CHIHUAHUA SH,AUG,2017,2500,7,STRAY,8/11/17,EUTHANIZED,8/15/17,SCAN NO CHIP,FIELD
A0958899,DOG,CHINESE SHARPEI,OCT,2016,75228,28,LOST REPORT,10/7/16,LOST REPORT,10/19/16,SCAN NO CHIP,OVER THE COUNTER
A0928806,DOG,CHINESE SHARPEI,NOV,2016,20500,6,OWNER SURRENDER,11/1/16,ADOPTION,12/24/16,SCAN CHIP,OVER THE COUNTER
A0962226,DOG,PIT BULL,OCT,2016,10803,3,STRAY,10/30/16,EUTHANIZED,12/10/16,SCAN NO CHIP,FIELD
A0960992,CAT,DOMESTIC SH,OCT,2016,9610,6,OWNER SURRENDER,10/21/16,ADOPTION,10/28/16,SCAN NO CHIP,OVER THE COUNTER
A0996836,DOG,CHIHUAHUA SH,JUN,2017,1502,2,OWNER SURRENDER,6/4/17,EUTHANIZED,6/4/17,SCAN NO CHIP,OVER THE COUNTER
A0960163,DOG,PIT BULL,OCT,2016,5901,4,STRAY,10/17/16,ADOPTION,11/2/16,SCAN NO CHIP,FIELD
A0984288,CAT,DOMESTIC SH,MAR,2017,9701,6,STRAY,3/10/17,EUTHANIZED,3/10/17,SCAN NO CHIP,FIELD
A1001754,BIRD,MOCKINGBIRD,JUL,2017,7810,10,WILDLIFE,7/13/17,WILDLIFE,7/13/17,SCAN NO CHIP,FIELD
A0967408,DOG,PIT BULL,DEC,2016,6200,1,OWNER SURRENDER,12/1/16,ADOPTION,12/5/16,SCAN NO CHIP,OVER THE COUNTER
A1003544,DOG,LABRADOR RETR,JUL,2017,8604,4,STRAY,7/30/17,ADOPTION,8/7/17,SCAN NO CHIP,SWEEP
A0963316,DOG,CAIRN TERRIER,NOV,2016,16701,8,STRAY,11/5/16,ADOPTION,11/10/16,SCAN NO CHIP,FIELD
A0970143,DOG,LABRADOR RETR,DEC,2016,12204,7,STRAY,12/20/16,EUTHANIZED,12/24/16,SCAN NO CHIP,FIELD
A0999657,BIRD,DOVE,JUN,2017,10601,6,WILDLIFE,6/25/17,WILDLIFE,6/25/17,SCAN NO CHIP,FIELD
A0962918,CAT,DOMESTIC SH,NOV,2016,12301,7,STRAY,11/3/16,TRANSFER,11/8/16,SCAN NO CHIP,FIELD
A1008095,DOG,MALTESE,SEP,2017,9900,6,CONFISCATED,9/10/17,ADOPTION,9/15/17,SCAN NO CHIP,FIELD
A0995804,CAT,DOMESTIC MH,MAY,2017,2500,2,STRAY,5/28/17,EUTHANIZED,6/1/17,SCAN NO CHIP,OVER THE COUNTER
A0965719,DOG,BASENJI,NOV,2016,20400,2,STRAY,11/18/16,TRANSFER,12/4/16,SCAN NO CHIP,OVER THE COUNTER
A0999035,DOG,YORKSHIRE TERR,JUN,2017,10704,3,LOST REPORT,6/19/17,LOST REPORT,6/30/17,UNABLE TO SCAN,OVER THE COUNTER
A0959936,DOG,TOY FOX TERRIER,OCT,2016,5901,4,STRAY,10/14/16,ADOPTION,10/19/16,SCAN NO CHIP,FIELD
A1004307,DOG,LABRADOR RETR,AUG,2017,17102,8,STRAY,8/6/17,ADOPTION,8/19/17,SCAN CHIP,OVER THE COUNTER
A0971548,CAT,DOMESTIC SH,DEC,2016,18505,10,OWNER SURRENDER,12/30/16,ADOPTION,1/3/17,SCAN NO CHIP,OVER THE COUNTER
A0969658,DOG,LABRADOR RETR,DEC,2016,1600,14,STRAY,12/15/16,TRANSFER,12/19/16,SCAN NO CHIP,OVER THE COUNTER
A0994986,CAT,DOMESTIC SH,MAY,2017,11500,7,STRAY,5/23/17,TRANSFER,6/12/17,UNABLE TO SCAN,FIELD
A1009617,DOG,LABRADOR RETR,SEP,2017,20500,6,OWNER SURRENDER,9/27/17,TRANSFER,10/3/17,SCAN NO CHIP,SWEEP
A0990673,DOG,GERM SHEPHERD,APR,2017,11500,7,STRAY,4/26/17,RETURNED TO OWNER,4/26/17,SCAN NO CHIP,SWEEP
A0972669,DOG,LABRADOR RETR,JAN,2017,11602,8,OWNER SURRENDER,1/9/17,TRANSFER,1/9/17,SCAN NO CHIP,OVER THE COUNTER
A1001682,DOG,ALASKAN HUSKY,JUL,2017,16510,3,STRAY,7/12/17,TRANSFER,7/18/17,SCAN NO CHIP,FIELD
A0952016,DOG,LABRADOR RETR,DEC,2016,13615,11,OWNER SURRENDER,12/6/16,ADOPTION,12/10/16,SCAN CHIP,OVER THE COUNTER
A0970093,DOG,ROTTWEILER,DEC,2016,17101,8,STRAY,12/20/16,ADOPTION,1/11/17,SCAN NO CHIP,FIELD
A0963846,CAT,DOMESTIC SH,NOV,2016,10102,6,STRAY,11/8/16,ADOPTION,11/26/16,SCAN NO CHIP,OVER THE COUNTER
A1008402,DOG,BOXER,SEP,2017,10805,3,STRAY,9/14/17,ADOPTION,9/29/17,SCAN NO CHIP,OVER THE COUNTER
A0981801,DOG,LABRADOR RETR,FEB,2017,6501,3,OWNER SURRENDER,2/18/17,TRANSFER,3/4/17,SCAN CHIP,OVER THE COUNTER
A1005110,CAT,DOMESTIC SH,AUG,2017,10803,3,OWNER SURRENDER,8/23/17,ADOPTION,8/24/17,SCAN CHIP,FIELD
A0982077,CAT,DOMESTIC LH,FEB,2017,16510,3,OWNER SURRENDER,2/21/17,ADOPTION,2/22/17,SCAN NO CHIP,OVER THE COUNTER
A0972439,DOG,PIT BULL,JAN,2017,16701,8,STRAY,1/6/17,TRANSFER,1/11/17,SCAN NO CHIP,FIELD
A1001698,DOG,PLOTT HOUND,JUL,2017,75227,27,FOUND REPORT,7/13/17,FOUND REPORT,7/17/17,UNABLE TO SCAN,OVER THE COUNTER
A0986507,DOG,BULLDOG,MAR,2017,10805,3,STRAY,3/27/17,RETURNED TO OWNER,3/27/17,SCAN NO CHIP,SWEEP
A0984328,DOG,PIT BULL,MAR,2017,13626,11,CONFISCATED,3/11/17,EUTHANIZED,3/26/17,SCAN NO CHIP,OVER THE COUNTER
A0984064,DOG,SHIH TZU,MAR,2017,9604,13,OWNER SURRENDER,3/9/17,TRANSFER,3/10/17,SCAN CHIP,OVER THE COUNTER
A1006141,DOG,CHIHUAHUA SH,AUG,2017,6502,1,STRAY,8/23/17,RETURNED TO OWNER,8/23/17,SCAN NO CHIP,SWEEP
A0967708,DOG,AUST CATTLE DOG,JAN,2017,20500,6,OWNER SURRENDER,1/7/17,ADOPTION,1/29/17,SCAN CHIP,OVER THE COUNTER
A1007537,DOG,BOXER,SEP,2017,9000,7,STRAY,9/6/17,TRANSFER,9/16/17,SCAN CHIP,FIELD
A0972691,DOG,LABRADOR RETR,JAN,2017,8703,4,OWNER SURRENDER,1/9/17,ADOPTION,1/11/17,SCAN NO CHIP,OVER THE COUNTER
A0998959,DOG,CHIHUAHUA SH,JUN,2017,20500,6,OWNER SURRENDER,6/18/17,EUTHANIZED,6/18/17,SCAN NO CHIP,OVER THE COUNTER
A0988223,WILDLIFE,OPOSSUM,APR,2017,10602,6,WILDLIFE,4/9/17,WILDLIFE,4/9/17,SCAN NO CHIP,FIELD
A1006171,CAT,DOMESTIC SH,AUG,2017,11200,8,STRAY,8/23/17,ADOPTION,9/4/17,SCAN NO CHIP,OVER THE COUNTER
A0903749,DOG,AMERICAN STAFF,MAY,2017,9802,6,CONFISCATED,5/12/17,RETURNED TO OWNER,5/21/17,SCAN CHIP,FIELD
A1007648,CAT,DOMESTIC SH,SEP,2017,13621,11,OWNER SURRENDER,9/14/17,EUTHANIZED,9/18/17,SCAN CHIP,OVER THE COUNTER
A0961468,CAT,DOMESTIC SH,OCT,2016,13004,10,STRAY,10/24/16,ADOPTION,11/25/16,SCAN NO CHIP,FIELD
A0998034,DOG,PIT BULL,JUN,2017,2500,7,OWNER SURRENDER,6/10/17,EUTHANIZED,6/12/17,SCAN NO CHIP,FIELD
A1007484,DOG,PIT BULL,SEP,2017,13622,11,OWNER SURRENDER,9/5/17,ADOPTION,9/14/17,SCAN NO CHIP,OVER THE COUNTER
A0999280,CAT,DOMESTIC SH,JUN,2017,6700,3,OWNER SURRENDER,6/21/17,ADOPTION,7/1/17,SCAN NO CHIP,OVER THE COUNTER
A0985474,CAT,SIAMESE,MAR,2017,6800,1,STRAY,3/20/17,TRANSFER,3/23/17,UNABLE TO SCAN,OVER THE COUNTER
A1008494,WILDLIFE,OPOSSUM,SEP,2017,202,14,WILDLIFE,9/15/17,EUTHANIZED,9/15/17,SCAN NO CHIP,FIELD
A0996960,DOG,PIT BULL,JUN,2017,6001,4,STRAY,6/5/17,EUTHANIZED,6/9/17,SCAN NO CHIP,FIELD
A1006473,DOG,GREAT PYRENEES,AUG,2017,10601,6,OWNER SURRENDER,8/26/17,TRANSFER,8/28/17,SCAN NO CHIP,OVER THE COUNTER
A0966169,DOG,ALASKAN HUSKY,NOV,2016,12701,9,OWNER SURRENDER,11/22/16,EUTHANIZED,12/4/16,SCAN NO CHIP,OVER THE COUNTER
A0988920,DOG,AMERICAN STAFF,APR,2017,4100,4,STRAY,4/13/17,ADOPTION,4/20/17,SCAN NO CHIP,FIELD
A0958936,DOG,DACHSHUND,OCT,2016,9303,5,STRAY,10/7/16,ADOPTION,10/30/16,SCAN NO CHIP,OVER THE COUNTER
A0988274,DOG,ANATOL SHEPHERD,APR,2017,8400,5,STRAY,4/10/17,TRANSFER,4/14/17,SCAN NO CHIP,FIELD
A0961164,DOG,DACHSHUND,OCT,2016,12500,9,OWNER SURRENDER,10/22/16,ADOPTION,10/27/16,SCAN NO CHIP,FIELD
A0985314,WILDLIFE,OPOSSUM,MAR,2017,900,2,WILDLIFE,3/18/17,EUTHANIZED,3/18/17,SCAN NO CHIP,FIELD
A0968351,DOG,DOBERMAN PINSCH,DEC,2016,6301,4,OWNER SURRENDER,12/7/16,TRANSFER,12/16/16,SCAN NO CHIP,OVER THE COUNTER
A1008960,DOG,BOXER,SEP,2017,16701,8,CONFISCATED,9/20/17,RETURNED TO OWNER,10/3/17,UNABLE TO SCAN,FIELD
A0974363,DOG,DACHSHUND,JAN,2017,31712,12,CONFISCATED,1/20/17,RETURNED TO OWNER,1/23/17,SCAN NO CHIP,FIELD
A1009224,CAT,AMER SH,SEP,2017,13010,9,STRAY,9/23/17,MISSING,10/2/17,SCAN NO CHIP,FIELD
A0989387,CAT,DOMESTIC SH,APR,2017,10000,6,STRAY,4/17/17,EUTHANIZED,4/17/17,SCAN NO CHIP,OVER THE COUNTER
A1001532,DOG,CHIHUAHUA SH,JUL,2017,11602,8,STRAY,7/11/17,ADOPTION,7/17/17,SCAN NO CHIP,OVER THE COUNTER
A0956341,DOG,CAIRN TERRIER,OCT,2016,20500,6,OWNER SURRENDER,10/5/16,ADOPTION,10/5/16,SCAN CHIP,OVER THE COUNTER
A0962194,DOG,TOY FOX TERRIER,OCT,2016,8400,5,STRAY,10/29/16,ADOPTION,11/2/16,SCAN NO CHIP,FIELD
A0982965,DOG,LABRADOR RETR,FEB,2017,11702,5,STRAY,2/28/17,ADOPTION,3/10/17,SCAN NO CHIP,FIELD
A0981427,DOG,CHIHUAHUA SH,FEB,2017,75217,17,LOST REPORT,2/16/17,LOST REPORT,2/27/17,SCAN NO CHIP,OVER THE COUNTER
A0972905,DOG,GERM SHEPHERD,JAN,2017,10601,6,OWNER SURRENDER,1/10/17,TRANSFER,1/18/17,SCAN NO CHIP,OVER THE COUNTER
A0987768,CAT,DOMESTIC SH,APR,2017,20400,2,STRAY,4/6/17,EUTHANIZED,4/13/17,UNABLE TO SCAN,FIELD
A0990119,WILDLIFE,SQUIRREL,APR,2017,1800,14,WILDLIFE,4/21/17,EUTHANIZED,4/21/17,UNABLE TO SCAN,FIELD
A0969543,DOG,LABRADOR RETR,DEC,2016,6502,3,STRAY,12/13/16,ADOPTION,12/30/16,SCAN NO CHIP,OVER THE COUNTER
A0959305,DOG,LABRADOR RETR,OCT,2016,75243,43,LOST REPORT,10/11/16,LOST REPORT,10/26/16,SCAN NO CHIP,OVER THE COUNTER
A0964726,DOG,LABRADOR RETR,NOV,2016,5700,4,STRAY,11/12/16,ADOPTION,11/17/16,SCAN NO CHIP,OVER THE COUNTER
A0972208,DOG,POMERANIAN,JAN,2017,75228,28,FOUND REPORT,1/5/17,FOUND REPORT,1/21/17,UNABLE TO SCAN,OVER THE COUNTER
A0997190,DOG,ITAL GREYHOUND,JUN,2017,8802,4,STRAY,6/6/17,ADOPTION,6/18/17,SCAN NO CHIP,OVER THE COUNTER
A1009160,CAT,DOMESTIC SH,SEP,2017,11900,5,OWNER SURRENDER,9/22/17,ADOPTION,9/28/17,SCAN NO CHIP,OVER THE COUNTER
A0966119,DOG,LABRADOR RETR,NOV,2016,5901,4,OWNER SURRENDER,11/21/16,ADOPTION,11/30/16,SCAN NO CHIP,FIELD
A0988168,CAT,DOMESTIC SH,APR,2017,4202,1,STRAY,4/8/17,EUTHANIZED,4/8/17,SCAN NO CHIP,OVER THE COUNTER
A0969881,DOG,GERM SHEPHERD,DEC,2016,6401,1,STRAY,12/17/16,RETURNED TO OWNER,12/18/16,SCAN CHIP,FIELD
A0957862,DOG,CHIHUAHUA SH,OCT,2016,11300,8,OWNER SURRENDER,10/1/16,ADOPTION,10/5/16,SCAN NO CHIP,OVER THE COUNTER
A0994985,DOG,DACHSHUND,MAY,2017,1204,2,STRAY,5/23/17,RETURNED TO OWNER,5/23/17,SCAN NO CHIP,SWEEP
A1008162,DOG,PIT BULL,SEP,2017,12400,9,STRAY,9/11/17,RETURNED TO OWNER,9/14/17,SCAN NO CHIP,FIELD
A1003407,DOG,AUST CATTLE DOG,JUL,2017,5500,4,STRAY,7/29/17,RETURNED TO OWNER,7/30/17,SCAN NO CHIP,FIELD
A0996703,DOG,PIT BULL,JUN,2017,16701,8,STRAY,6/3/17,EUTHANIZED,6/6/17,SCAN NO CHIP,FIELD
A0961543,DOG,PARSON RUSS TER,OCT,2016,5500,4,STRAY,10/25/16,TRANSFER,10/31/16,SCAN NO CHIP,OVER THE COUNTER
A1007331,DOG,RHOD RIDGEBACK,SEP,2017,20400,2,CONFISCATED,9/3/17,TRANSFER,9/3/17,SCAN NO CHIP,FIELD
A0959131,CAT,DOMESTIC SH,OCT,2016,6501,1,STRAY,10/10/16,EUTHANIZED,10/23/16,SCAN NO CHIP,OVER THE COUNTER
